optim,name_db,type_prob,score_type,run_total,time_limit,elapsed_time,num_rows,num_cols,num_classes,train_val_size,test_size,NFS,FINAL_SCORE_VAL,FINAL_SCORE_TST,name_file,model,best_feats
SKGENETICSOPT,dis,binary,logloss,3,120.0,15.967949632803599,3772,54,2,1886,1886,29,0.07908182849049519,0.068195,dis.csv,"LogisticRegression(C=2.4625784456790587, max_iter=5000)","Index(['age', 'on_thyroxine_0', 'on_thyroxine_1',
       'on_antithyroid_medication_1', 'sick_0', 'sick_1', 'pregnant_1',
       'thyroid_surgery_0', 'I131_treatment_0', 'I131_treatment_1',
       'query_hyperthyroid_0', 'goitre_0', 'tumor_0', 'tumor_1', 'TSH',
       'T3_measured_0', 'T3_measured_1', 'TT4_measured_0', 'TT4_measured_1',
       'TT4', 'T4U_measured_0', 'T4U_measured_1', 'T4U', 'FTI_measured_0',
       'FTI_measured_1', 'FTI', 'TBG_measured_0', 'TBG_0',
       'referral_source_3'],
      dtype='object')"
SKGENETICSOPT,dis,binary,logloss,4,120.0,15.678717497984568,3772,54,2,1886,1886,32,0.08015949573087328,0.066964,dis.csv,"LogisticRegression(C=2.753369960585624, max_iter=5000)","Index(['sex_0', 'on_thyroxine_0', 'on_thyroxine_1', 'query_on_thyroxine_0',
       'query_on_thyroxine_1', 'on_antithyroid_medication_0',
       'on_antithyroid_medication_1', 'sick_0', 'sick_1', 'thyroid_surgery_0',
       'I131_treatment_0', 'I131_treatment_1', 'query_hyperthyroid_0',
       'goitre_1', 'tumor_0', 'hypopituitary_1', 'TSH_measured_0',
       'TSH_measured_1', 'TSH', 'T3_measured_0', 'T3_measured_1',
       'TT4_measured_1', 'TT4', 'T4U_measured_0', 'T4U', 'FTI_measured_0',
       'FTI_measured_1', 'FTI', 'TBG_measured_0', 'referral_source_0',
       'referral_source_2', 'referral_source_3'],
      dtype='object')"
SKGENETICSOPT,Satellite,binary,logloss,0,120.0,16.12802977959315,5100,36,2,2550,2550,19,0.01539482747259745,0.023812,Satellite.csv,"LogisticRegression(C=7.397720503568545, max_iter=5000)","Index(['V4', 'V11', 'V14', 'V15', 'V17', 'V18', 'V19', 'V20', 'V22', 'V23',
       'V25', 'V26', 'V27', 'V30', 'V31', 'V32', 'V33', 'V34', 'V35'],
      dtype='object')"
SKGENETICSOPT,Satellite,binary,logloss,1,120.0,16.125143031279247,5100,36,2,2550,2550,17,0.01708191983846576,0.021887,Satellite.csv,"LogisticRegression(C=5.556235182978765, max_iter=5000)","Index(['V4', 'V5', 'V11', 'V12', 'V13', 'V14', 'V15', 'V18', 'V19', 'V20',
       'V21', 'V22', 'V25', 'V26', 'V27', 'V30', 'V32'],
      dtype='object')"
SKGENETICSOPT,Satellite,binary,logloss,2,120.0,16.414211134115856,5100,36,2,2550,2550,17,0.016508543761931848,0.023595,Satellite.csv,"LogisticRegression(C=6.48579350489702, max_iter=5000)","Index(['V3', 'V4', 'V11', 'V14', 'V15', 'V16', 'V17', 'V18', 'V19', 'V20',
       'V22', 'V25', 'V26', 'V28', 'V32', 'V33', 'V36'],
      dtype='object')"
SKGENETICSOPT,Satellite,binary,logloss,3,120.0,16.449061775207518,5100,36,2,2550,2550,18,0.017181112345783497,0.022027,Satellite.csv,"LogisticRegression(C=2.858480110506638, max_iter=5000)","Index(['V1', 'V8', 'V11', 'V13', 'V14', 'V15', 'V17', 'V18', 'V19', 'V20',
       'V21', 'V22', 'V25', 'V26', 'V27', 'V28', 'V30', 'V32'],
      dtype='object')"
SKGENETICSOPT,Satellite,binary,logloss,4,120.0,16.737896557648977,5100,36,2,2550,2550,18,0.0174899957447973,0.02278,Satellite.csv,"LogisticRegression(C=4.442570702317682, max_iter=5000)","Index(['V7', 'V8', 'V12', 'V14', 'V17', 'V18', 'V19', 'V20', 'V21', 'V22',
       'V23', 'V25', 'V26', 'V27', 'V28', 'V30', 'V32', 'V36'],
      dtype='object')"
SKGENETICSOPT,Titanic,binary,logloss,0,120.0,12.319405595461527,2201,3,2,1100,1101,2,0.5321334137621455,0.517316,Titanic.csv,"LogisticRegression(C=0.4341405095798176, max_iter=5000)","Index(['Class', 'Sex'], dtype='object')"
SKGENETICSOPT,Titanic,binary,logloss,1,120.0,12.284832572937011,2201,3,2,1100,1101,2,0.5329364106969001,0.51737,Titanic.csv,"LogisticRegression(C=0.2594254730381786, max_iter=5000)","Index(['Class', 'Sex'], dtype='object')"
SKGENETICSOPT,Titanic,binary,logloss,2,120.0,12.35856052239736,2201,3,2,1100,1101,2,0.5337151930817705,0.517382,Titanic.csv,"LogisticRegression(C=0.23899535202875333, max_iter=5000)","Index(['Class', 'Sex'], dtype='object')"
SKGENETICSOPT,Titanic,binary,logloss,3,120.0,12.2722220937411,2201,3,2,1100,1101,2,0.5326662718065573,0.517341,Titanic.csv,"LogisticRegression(C=0.3296639940992135, max_iter=5000)","Index(['Class', 'Sex'], dtype='object')"
SKGENETICSOPT,Titanic,binary,logloss,4,120.0,12.338721187909444,2201,3,2,1100,1101,2,0.5328171786378416,0.517323,Titanic.csv,"LogisticRegression(C=0.39623557903951095, max_iter=5000)","Index(['Class', 'Sex'], dtype='object')"
SKGENETICSOPT,jasmine,binary,logloss,0,120.0,30.840486216545106,2984,280,2,1492,1492,148,0.4441048171017815,0.444693,jasmine.csv,"LogisticRegression(C=0.05125964486432965, max_iter=5000)","Index(['V1_0', 'V1_1', 'V3_0', 'V3_1', 'V4_0', 'V4_1', 'V5_0', 'V6_0', 'V6_1',
       'V7_0',
       ...
       'V136_0', 'V136_1', 'V138_0', 'V139_0', 'V140_0', 'V140_1', 'V142_0',
       'V142_1', 'V143_1', 'V144_0'],
      dtype='object', length=148)"
SKGENETICSOPT,jasmine,binary,logloss,1,120.0,31.157189853986104,2984,280,2,1492,1492,140,0.44302406441765163,0.441824,jasmine.csv,"LogisticRegression(C=0.0651420547059255, max_iter=5000)","Index(['V1_0', 'V1_1', 'V2_1', 'V3_0', 'V4_1', 'V5_0', 'V5_1', 'V6_1', 'V7_1',
       'V9_0',
       ...
       'V131', 'V132_0', 'V132_1', 'V135_1', 'V138_0', 'V140_0', 'V141_0',
       'V142_1', 'V143_0', 'V144_1'],
      dtype='object', length=140)"
SKGENETICSOPT,jasmine,binary,logloss,2,120.0,31.629645895957946,2984,280,2,1492,1492,151,0.44101915959517185,0.449146,jasmine.csv,"LogisticRegression(C=0.06973530602519507, max_iter=5000)","Index(['V1_1', 'V3_0', 'V4_1', 'V5_1', 'V6_0', 'V6_1', 'V7_0', 'V7_1', 'V8_1',
       'V9_1',
       ...
       'V138_0', 'V138_1', 'V139_0', 'V139_1', 'V140_0', 'V140_1', 'V142_0',
       'V143_0', 'V143_1', 'V144_1'],
      dtype='object', length=151)"
SKGENETICSOPT,jasmine,binary,logloss,3,120.0,31.496542549133302,2984,280,2,1492,1492,127,0.4420904814173423,0.44749,jasmine.csv,"LogisticRegression(C=0.07333304679503809, max_iter=5000)","Index(['V2_0', 'V2_1', 'V3_1', 'V4_0', 'V5_0', 'V6_0', 'V6_1', 'V7_1', 'V8_1',
       'V9_0',
       ...
       'V130_1', 'V131', 'V132_0', 'V132_1', 'V140_0', 'V141_0', 'V141_1',
       'V142_0', 'V143_0', 'V143_1'],
      dtype='object', length=127)"
SKGENETICSOPT,jasmine,binary,logloss,4,120.0,31.852744913101198,2984,280,2,1492,1492,139,0.44058266721166534,0.447604,jasmine.csv,"LogisticRegression(C=0.07689907122228877, max_iter=5000)","Index(['V1_1', 'V2_0', 'V2_1', 'V5_1', 'V6_0', 'V6_1', 'V7_0', 'V10_0',
       'V11_1', 'V14_1',
       ...
       'V135_1', 'V137_0', 'V138_1', 'V139_1', 'V140_1', 'V141_0', 'V141_1',
       'V142_0', 'V144_0', 'V144_1'],
      dtype='object', length=139)"
SKGENETICSOPT,madeline,binary,logloss,0,120.0,28.51548200448354,3140,259,2,1570,1570,114,0.6581834932888533,0.673698,madeline.csv,"LogisticRegression(C=0.0027642885954235765, max_iter=5000)","Index(['V4', 'V14', 'V16', 'V20', 'V21', 'V23', 'V26', 'V30', 'V32', 'V33',
       ...
       'V237', 'V238', 'V239', 'V240', 'V242', 'V248', 'V249', 'V251', 'V253',
       'V257'],
      dtype='object', length=114)"
SKGENETICSOPT,madeline,binary,logloss,1,120.0,28.583220148086546,3140,259,2,1570,1570,119,0.661560383885145,0.673469,madeline.csv,"LogisticRegression(C=0.0023758350828577326, max_iter=5000)","Index(['V2', 'V6', 'V10', 'V12', 'V18', 'V19', 'V23', 'V24', 'V27', 'V28',
       ...
       'V240', 'V244', 'V246', 'V247', 'V251', 'V253', 'V254', 'V255', 'V257',
       'V258'],
      dtype='object', length=119)"
SKGENETICSOPT,madeline,binary,logloss,2,120.0,28.635032637914023,3140,259,2,1570,1570,134,0.6618113759339779,0.669623,madeline.csv,"LogisticRegression(C=0.002334288789450068, max_iter=5000)","Index(['V3', 'V4', 'V5', 'V6', 'V7', 'V8', 'V9', 'V14', 'V15', 'V18',
       ...
       'V241', 'V243', 'V246', 'V248', 'V249', 'V251', 'V253', 'V255', 'V257',
       'V258'],
      dtype='object', length=134)"
SKGENETICSOPT,madeline,binary,logloss,3,120.0,28.715659169356027,3140,259,2,1570,1570,128,0.6618430636307481,0.674274,madeline.csv,"LogisticRegression(C=0.0024233971957285153, max_iter=5000)","Index(['V2', 'V3', 'V4', 'V5', 'V7', 'V8', 'V9', 'V10', 'V11', 'V14',
       ...
       'V238', 'V240', 'V245', 'V246', 'V248', 'V249', 'V251', 'V253', 'V257',
       'V258'],
      dtype='object', length=128)"
SKGENETICSOPT,madeline,binary,logloss,4,120.0,28.83925734758377,3140,259,2,1570,1570,139,0.6636842270567629,0.669879,madeline.csv,"LogisticRegression(C=0.002231809137591185, max_iter=5000)","Index(['V3', 'V4', 'V6', 'V8', 'V11', 'V12', 'V14', 'V15', 'V16', 'V17',
       ...
       'V237', 'V238', 'V239', 'V240', 'V243', 'V248', 'V250', 'V254', 'V257',
       'V258'],
      dtype='object', length=139)"
SKGENETICSOPT,philippine,binary,logloss,0,120.0,32.53703794876734,5832,308,2,2916,2916,166,0.5471730753566467,0.553085,philippine.csv,"LogisticRegression(C=0.1982699582000946, max_iter=5000)","Index(['V2', 'V4', 'V5', 'V6', 'V7', 'V12', 'V14', 'V15', 'V16', 'V18',
       ...
       'V294', 'V296', 'V297', 'V300', 'V301', 'V302', 'V303', 'V306', 'V307',
       'V308'],
      dtype='object', length=166)"
SKGENETICSOPT,philippine,binary,logloss,1,120.0,32.36017899513244,5832,308,2,2916,2916,159,0.5546663250700042,0.548362,philippine.csv,"LogisticRegression(C=0.4209337169258705, max_iter=5000)","Index(['V1', 'V2', 'V5', 'V6', 'V9', 'V10', 'V11', 'V12', 'V13', 'V18',
       ...
       'V294', 'V295', 'V297', 'V300', 'V301', 'V302', 'V303', 'V304', 'V306',
       'V307'],
      dtype='object', length=159)"
SKGENETICSOPT,philippine,binary,logloss,2,120.0,32.75723510980606,5832,308,2,2916,2916,151,0.5481771915335351,0.548139,philippine.csv,"LogisticRegression(C=0.5005902858049959, max_iter=5000)","Index(['V2', 'V3', 'V4', 'V5', 'V8', 'V9', 'V10', 'V11', 'V13', 'V14',
       ...
       'V291', 'V292', 'V295', 'V297', 'V298', 'V301', 'V302', 'V303', 'V304',
       'V306'],
      dtype='object', length=151)"
SKGENETICSOPT,philippine,binary,logloss,3,120.0,33.40978526671727,5832,308,2,2916,2916,137,0.545056066450988,0.55133,philippine.csv,"LogisticRegression(C=1.756644631812426, max_iter=5000)","Index(['V3', 'V4', 'V10', 'V14', 'V15', 'V16', 'V17', 'V20', 'V21', 'V22',
       ...
       'V293', 'V294', 'V299', 'V300', 'V301', 'V303', 'V304', 'V305', 'V306',
       'V307'],
      dtype='object', length=137)"
SKGENETICSOPT,philippine,binary,logloss,4,120.0,33.95237661997477,5832,308,2,2916,2916,145,0.5418166325143701,0.558738,philippine.csv,"LogisticRegression(C=6.657808101804102, max_iter=5000)","Index(['V1', 'V2', 'V6', 'V8', 'V12', 'V13', 'V14', 'V18', 'V20', 'V21',
       ...
       'V297', 'V298', 'V299', 'V300', 'V301', 'V303', 'V304', 'V305', 'V306',
       'V307'],
      dtype='object', length=145)"
SKGENETICSOPT,test_dataset,binary,logloss,0,120.0,30.756197492281597,15547,60,2,7773,7774,40,0.4498896464696756,0.459669,test.csv,"LogisticRegression(C=0.04363983397806026, max_iter=5000)","Index(['V3', 'V4', 'V8', 'V9', 'V12', 'V13', 'V14', 'V15', 'V19', 'V20', 'V21',
       'V22', 'V23', 'V25', 'V26', 'V28', 'V29', 'V30', 'V31', 'V32', 'V33',
       'V34', 'V35', 'V36', 'V37', 'V38', 'V39', 'V41', 'V45', 'V47', 'V48',
       'V50', 'V51', 'V52', 'V55', 'V56', 'V58', 'V59', 'V60', 'V61'],
      dtype='object')"
SKGENETICSOPT,test_dataset,binary,logloss,1,120.0,30.5521919409434,15547,60,2,7773,7774,34,0.45224779451837877,0.463464,test.csv,"LogisticRegression(C=0.09957584538944317, max_iter=5000)","Index(['V2', 'V3', 'V4', 'V5', 'V8', 'V9', 'V12', 'V16', 'V18', 'V19', 'V20',
       'V21', 'V22', 'V23', 'V24', 'V25', 'V26', 'V28', 'V29', 'V30', 'V32',
       'V33', 'V34', 'V35', 'V36', 'V38', 'V39', 'V41', 'V44', 'V45', 'V55',
       'V56', 'V57', 'V61'],
      dtype='object')"
SKGENETICSOPT,test_dataset,binary,logloss,2,120.0,30.6920117855072,15547,60,2,7773,7774,53,0.4489439105681944,0.456057,test.csv,"LogisticRegression(C=0.03457008314214156, max_iter=5000)","Index(['V2', 'V3', 'V4', 'V5', 'V6', 'V7', 'V8', 'V9', 'V10', 'V11', 'V12',
       'V13', 'V14', 'V17', 'V18', 'V19', 'V20', 'V21', 'V22', 'V23', 'V24',
       'V25', 'V26', 'V27', 'V28', 'V29', 'V30', 'V31', 'V32', 'V33', 'V34',
       'V35', 'V36', 'V37', 'V38', 'V39', 'V40', 'V41', 'V42', 'V43', 'V44',
       'V46', 'V47', 'V48', 'V49', 'V53', 'V54', 'V56', 'V57', 'V58', 'V59',
       'V60', 'V61'],
      dtype='object')"
SKGENETICSOPT,test_dataset,binary,logloss,3,120.0,31.008423320452373,15547,60,2,7773,7774,45,0.44905334117926704,0.457514,test.csv,"LogisticRegression(C=0.13447022656902005, max_iter=5000)","Index(['V2', 'V3', 'V4', 'V5', 'V7', 'V8', 'V10', 'V11', 'V12', 'V13', 'V14',
       'V15', 'V17', 'V19', 'V20', 'V22', 'V23', 'V24', 'V25', 'V26', 'V27',
       'V28', 'V29', 'V30', 'V32', 'V33', 'V35', 'V36', 'V37', 'V38', 'V39',
       'V40', 'V41', 'V42', 'V46', 'V47', 'V48', 'V53', 'V55', 'V56', 'V57',
       'V58', 'V59', 'V60', 'V61'],
      dtype='object')"
SKGENETICSOPT,test_dataset,binary,logloss,4,120.0,30.878559577465058,15547,60,2,7773,7774,43,0.44888257111776814,0.457313,test.csv,"LogisticRegression(C=0.03365107093663883, max_iter=5000)","Index(['V2', 'V3', 'V6', 'V7', 'V8', 'V9', 'V10', 'V11', 'V12', 'V14', 'V15',
       'V16', 'V19', 'V20', 'V21', 'V22', 'V23', 'V25', 'V26', 'V30', 'V31',
       'V32', 'V33', 'V34', 'V35', 'V36', 'V37', 'V38', 'V39', 'V40', 'V41',
       'V42', 'V44', 'V45', 'V46', 'V50', 'V51', 'V53', 'V54', 'V56', 'V57',
       'V60', 'V61'],
      dtype='object')"
SKGENETICSOPT,compas-two-years,binary,logloss,0,120.0,16.180137459437052,5278,19,2,2639,2639,8,0.6166881372486592,0.607325,compas.csv,"LogisticRegression(C=0.11874438612669357, max_iter=5000)","Index(['sex_0', 'age', 'juv_misd_count', 'juv_other_count', 'priors_count',
       'age_cat_25-45_1', 'c_charge_degree_F', 'c_charge_degree_M'],
      dtype='object')"
SKGENETICSOPT,compas-two-years,binary,logloss,1,120.0,16.248891143004098,5278,19,2,2639,2639,7,0.6148404050953825,0.606834,compas.csv,"LogisticRegression(C=0.21464858023893058, max_iter=5000)","Index(['sex_0', 'sex_1', 'age', 'juv_other_count', 'priors_count',
       'age_cat_25-45_1', 'c_charge_degree_M'],
      dtype='object')"
SKGENETICSOPT,compas-two-years,binary,logloss,2,120.0,16.46392164627711,5278,19,2,2639,2639,10,0.6156242985144628,0.607747,compas.csv,"LogisticRegression(C=0.11447998609997745, max_iter=5000)","Index(['sex_0', 'sex_1', 'age', 'juv_misd_count', 'juv_other_count',
       'priors_count', 'age_cat_25-45_0', 'age_cat_25-45_1',
       'race_Caucasian_0', 'c_charge_degree_F'],
      dtype='object')"
SKGENETICSOPT,compas-two-years,binary,logloss,3,120.0,16.264892383416495,5278,19,2,2639,2639,8,0.6164993958133279,0.607508,compas.csv,"LogisticRegression(C=0.0685119829069697, max_iter=5000)","Index(['sex_1', 'age', 'juv_other_count', 'priors_count', 'age_cat_25-45_0',
       'age_cat_25-45_1', 'race_African-American_1', 'c_charge_degree_F'],
      dtype='object')"
SKGENETICSOPT,compas-two-years,binary,logloss,4,120.0,16.488379021485645,5278,19,2,2639,2639,8,0.6162905898655533,0.607467,compas.csv,"LogisticRegression(C=0.07639010632862749, max_iter=5000)","Index(['sex_1', 'age', 'juv_other_count', 'priors_count', 'age_cat_25-45_0',
       'age_cat_25-45_1', 'race_Caucasian_0', 'c_charge_degree_F'],
      dtype='object')"
SKGENETICSOPT,Long,binary,logloss,0,120.0,15.776036417484283,4477,19,2,2238,2239,7,0.006784791843220425,0.007115,Long.csv,"LogisticRegression(C=999.999999999999, max_iter=5000)","Index(['x2', 'x4', 'x5', 'x12', 'x16', 'x17', 'x18'], dtype='object')"
SKGENETICSOPT,Long,binary,logloss,1,120.0,16.06043788989385,4477,19,2,2238,2239,4,0.006820632584386407,0.007302,Long.csv,"LogisticRegression(C=999.999999999999, max_iter=5000)","Index(['x3', 'x8', 'x12', 'x18'], dtype='object')"
SKGENETICSOPT,Long,binary,logloss,2,120.0,16.52122755050659,4477,19,2,2238,2239,5,0.007048971807466613,0.007669,Long.csv,"LogisticRegression(C=1000.0, max_iter=5000)","Index(['x2', 'x6', 'x8', 'x12', 'x18'], dtype='object')"
SKGENETICSOPT,Long,binary,logloss,3,120.0,15.905885152022044,4477,19,2,2238,2239,6,0.006654156993265542,0.007661,Long.csv,"LogisticRegression(C=1000.0, max_iter=5000)","Index(['x0', 'x2', 'x8', 'x12', 'x17', 'x18'], dtype='object')"
SKGENETICSOPT,Long,binary,logloss,4,120.0,16.128179248174032,4477,19,2,2238,2239,4,0.006744791827695072,0.007736,Long.csv,"LogisticRegression(C=1000.0, max_iter=5000)","Index(['x2', 'x8', 'x12', 'x18'], dtype='object')"
SKGENETICSOPT,law-school-admission-bianry,binary,logloss,0,120.0,24.92417909304301,20800,19,2,10400,10400,3,6.41400216949832e-05,5.4e-05,law.csv,"LogisticRegression(C=1000.0, max_iter=5000)","Index(['decile1', 'ugpa', 'cluster_5'], dtype='object')"
SKGENETICSOPT,law-school-admission-bianry,binary,logloss,1,120.0,26.278201385339102,20800,19,2,10400,10400,1,6.423243028878108e-05,5.4e-05,law.csv,"LogisticRegression(C=999.999999999998, max_iter=5000)","Index(['ugpa'], dtype='object')"
SKGENETICSOPT,law-school-admission-bianry,binary,logloss,2,120.0,25.927689584096274,20800,19,2,10400,10400,2,6.415037403806552e-05,5.4e-05,law.csv,"LogisticRegression(C=1000.0, max_iter=5000)","Index(['decile1', 'ugpa'], dtype='object')"
SKGENETICSOPT,law-school-admission-bianry,binary,logloss,3,120.0,26.45279320081075,20800,19,2,10400,10400,2,6.429652307146869e-05,5.4e-05,law.csv,"LogisticRegression(C=1000.0, max_iter=5000)","Index(['ugpa', 'bar'], dtype='object')"
SKGENETICSOPT,law-school-admission-bianry,binary,logloss,4,120.0,27.18262891372045,20800,19,2,10400,10400,1,6.420244505680791e-05,5.4e-05,law.csv,"LogisticRegression(C=999.999999999999, max_iter=5000)","Index(['ugpa'], dtype='object')"
SKGENETICSOPT,national-longitudinal-survey-binary,binary,logloss,0,120.0,28.987262439727782,4908,80,2,2454,2454,30,0.005823334363246895,0.009362,national.csv,"LogisticRegression(C=999.999999999998, max_iter=5000)","Index(['age', 'race_ENGLISH', 'race_GREEK', 'race_HAWAIIAN', 'race_ITALIAN',
       'race_CHICANO', 'race_MEXICAN-AMERICAN', 'race_OTHER-HISPANIC',
       'race_OTHER-SPANISH', 'race_POLISH', 'race_SCOTTISH', 'race_OTHER',
       'race_AMERICAN', 'grade90_3RD GRADE', 'grade90_4TH GRADE',
       'grade90_6TH GRADE', 'grade90_7TH GRADE', 'grade90_2ND YR COL',
       'grade90_4TH YR COL', 'grade90_8TH YR COL OR MORE', 'income96',
       'partner_Yes', 'genhealth_Excellent', 'genhealth_Poor',
       'typejob90_manuf', 'typejob90_wholesale', 'typejob90_retail',
       'typejob90_busi', 'typejob90_enter', 'typejob90_pub'],
      dtype='object')"
SKGENETICSOPT,national-longitudinal-survey-binary,binary,logloss,1,120.0,28.85185246070226,4908,80,2,2454,2454,26,0.005338424941252398,0.009551,national.csv,"LogisticRegression(C=999.999999999999, max_iter=5000)","Index(['race_NONE', 'race_CHINESE', 'race_ENGLISH', 'race_FILIPINO',
       'race_FRENCH', 'race_GREEK', 'race_INDIAN', 'race_ITALIAN',
       'race_JAPANESE', 'race_OTHER-SPANISH', 'race_SCOTTISH', 'race_WELSH',
       'grade90_5TH GRADE', 'grade90_1ST YR COL', 'grade90_3RD YR COL',
       'grade90_4TH YR COL', 'grade90_5TH YR COL', 'grade90_6TH YR COL',
       'grade90_8TH YR COL OR MORE', 'income96', 'famsize', 'illegalact',
       'afqt89', 'typejob90_mining', 'typejob90_wholesale',
       'typejob90_personal'],
      dtype='object')"
SKGENETICSOPT,national-longitudinal-survey-binary,binary,logloss,2,120.0,28.249453858534494,4908,80,2,2454,2454,31,0.006478895786566121,0.010582,national.csv,"LogisticRegression(C=999.999999999999, max_iter=5000)","Index(['age', 'race_NONE', 'race_GERMAN', 'race_GREEK', 'race_HAWAIIAN',
       'race_INDIAN', 'race_JAPANESE', 'race_KOREAN', 'race_CUBAN',
       'race_OTHER-HISPANIC', 'race_RUSSIAN', 'race_SCOTTISH', 'race_OTHER',
       'grade90_6TH GRADE', 'grade90_9TH GRADE', 'grade90_11TH GRADE',
       'grade90_2ND YR COL', 'grade90_3RD YR COL', 'grade90_6TH YR COL',
       'grade90_7TH YR COL', 'income96', 'partner_No', 'partner_Yes',
       'genhealth_Very Good', 'illegalact', 'typejob90_agri',
       'typejob90_mining', 'typejob90_manuf', 'typejob90_busi',
       'typejob90_enter', 'jobtrain90_No'],
      dtype='object')"
SKGENETICSOPT,national-longitudinal-survey-binary,binary,logloss,3,120.0,29.09619992574056,4908,80,2,2454,2454,29,0.0059276756930682645,0.007725,national.csv,"LogisticRegression(C=999.999999999999, max_iter=5000)","Index(['race_NONE', 'race_ENGLISH', 'race_INDIAN', 'race_ITALIAN',
       'race_JAPANESE', 'race_CHICANO', 'race_POLISH', 'race_PORTUGUESE',
       'race_RUSSIAN', 'race_SCOTTISH', 'race_WELSH', 'gender_Female',
       'grade90_3RD GRADE', 'grade90_4TH GRADE', 'grade90_6TH GRADE',
       'grade90_8TH GRADE', 'grade90_12TH GRADE', 'grade90_1ST YR COL',
       'grade90_2ND YR COL', 'grade90_7TH YR COL',
       'grade90_8TH YR COL OR MORE', 'income96', 'partner_No', 'weight',
       'genhealth_Excellent', 'genhealth_Good', 'typejob90_transp',
       'typejob90_wholesale', 'typejob90_personal'],
      dtype='object')"
SKGENETICSOPT,national-longitudinal-survey-binary,binary,logloss,4,120.0,29.693742553393047,4908,80,2,2454,2454,28,0.005841706019043593,0.008303,national.csv,"LogisticRegression(C=1000.0, max_iter=5000)","Index(['race_GREEK', 'race_HAWAIIAN', 'race_ITALIAN', 'race_KOREAN',
       'race_CUBAN', 'race_MEXICAN', 'race_OTHER-SPANISH', 'race_POLISH',
       'race_RUSSIAN', 'race_SCOTTISH', 'race_WELSH', 'gender_Male',
       'gender_Female', 'grade90_3RD GRADE', 'grade90_5TH GRADE',
       'grade90_8TH GRADE', 'grade90_9TH GRADE', 'grade90_12TH GRADE',
       'grade90_1ST YR COL', 'grade90_5TH YR COL', 'grade90_6TH YR COL',
       'grade90_8TH YR COL OR MORE', 'income96', 'partner_No', 'famsize',
       'genhealth_Very Good', 'illegalact', 'typejob90_manuf'],
      dtype='object')"
SKGENETICSOPT,credit,binary,logloss,0,120.0,20.04557056427002,16714,10,2,8357,8357,10,0.567364209466547,0.567551,credit.csv,"LogisticRegression(C=916.8864558873204, max_iter=5000)","Index(['RevolvingUtilizationOfUnsecuredLines', 'age',
       'NumberOfTime30-59DaysPastDueNotWorse', 'DebtRatio', 'MonthlyIncome',
       'NumberOfOpenCreditLinesAndLoans', 'NumberOfTimes90DaysLate',
       'NumberRealEstateLoansOrLines', 'NumberOfTime60-89DaysPastDueNotWorse',
       'NumberOfDependents'],
      dtype='object')"
SKGENETICSOPT,credit,binary,logloss,1,120.0,20.130222308635712,16714,10,2,8357,8357,10,0.5674936969282667,0.567551,credit.csv,"LogisticRegression(C=998.8928906760723, max_iter=5000)","Index(['RevolvingUtilizationOfUnsecuredLines', 'age',
       'NumberOfTime30-59DaysPastDueNotWorse', 'DebtRatio', 'MonthlyIncome',
       'NumberOfOpenCreditLinesAndLoans', 'NumberOfTimes90DaysLate',
       'NumberRealEstateLoansOrLines', 'NumberOfTime60-89DaysPastDueNotWorse',
       'NumberOfDependents'],
      dtype='object')"
SKGENETICSOPT,credit,binary,logloss,2,120.0,19.9887656211853,16714,10,2,8357,8357,9,0.5681428629634777,0.567447,credit.csv,"LogisticRegression(C=1000.0, max_iter=5000)","Index(['age', 'NumberOfTime30-59DaysPastDueNotWorse', 'DebtRatio',
       'MonthlyIncome', 'NumberOfOpenCreditLinesAndLoans',
       'NumberOfTimes90DaysLate', 'NumberRealEstateLoansOrLines',
       'NumberOfTime60-89DaysPastDueNotWorse', 'NumberOfDependents'],
      dtype='object')"
SKGENETICSOPT,credit,binary,logloss,3,120.0,20.058847618103027,16714,10,2,8357,8357,10,0.5679043493259956,0.567551,credit.csv,"LogisticRegression(C=999.999999999998, max_iter=5000)","Index(['RevolvingUtilizationOfUnsecuredLines', 'age',
       'NumberOfTime30-59DaysPastDueNotWorse', 'DebtRatio', 'MonthlyIncome',
       'NumberOfOpenCreditLinesAndLoans', 'NumberOfTimes90DaysLate',
       'NumberRealEstateLoansOrLines', 'NumberOfTime60-89DaysPastDueNotWorse',
       'NumberOfDependents'],
      dtype='object')"
SKGENETICSOPT,credit,binary,logloss,4,120.0,20.211555643876395,16714,10,2,8357,8357,10,0.568713152598536,0.567551,credit.csv,"LogisticRegression(C=999.999999999998, max_iter=5000)","Index(['RevolvingUtilizationOfUnsecuredLines', 'age',
       'NumberOfTime30-59DaysPastDueNotWorse', 'DebtRatio', 'MonthlyIncome',
       'NumberOfOpenCreditLinesAndLoans', 'NumberOfTimes90DaysLate',
       'NumberRealEstateLoansOrLines', 'NumberOfTime60-89DaysPastDueNotWorse',
       'NumberOfDependents'],
      dtype='object')"
SKGENETICSOPT,VulNoneVul,binary,logloss,0,120.0,17.539819606145223,5692,16,2,2846,2846,8,0.04123246581711715,0.047659,VulNoneVul.csv,"LogisticRegression(C=0.017289830658795156, max_iter=5000)","Index(['nestingDegree', 'SLOC', 'ALOC', 'localVars', 'localPtrVars', 'height',
       'cmps', 'jmps'],
      dtype='object')"
